dt,city,main.aqi,components.co,components.no,components.no2,components.o3,components.so2,components.pm2_5,components.pm10,components.nh3
1739350800,Mombasa,1,337.12,0.28,2.66,54.36,3.28,6.41,9.76,0.98
1739354400,Mombasa,1,337.12,0.3,2.27,52.21,2.92,5.28,8.28,0.85
1739358000,Mombasa,1,340.46,0.35,1.95,50.78,2.71,4.68,7.9,0.81
1739361600,Mombasa,1,343.8,0.38,1.74,47.21,2.44,4.07,7.67,0.74
1739365200,Mombasa,1,343.8,0.47,2.01,42.2,2.77,3.7,7.85,0.77
1739368800,Mombasa,1,347.14,0.47,2.48,34.33,2.86,3.58,8.38,0.83
1739372400,Mombasa,1,347.14,0.29,2.96,26.82,2.74,3.52,8.79,0.93
1739376000,Mombasa,1,347.14,0.05,3.0,21.82,2.5,3.63,9.62,1.09
1739379600,Mombasa,1,343.8,0.02,2.87,19.49,2.5,3.81,10.63,1.27
1739383200,Mombasa,1,340.46,0.03,2.87,18.24,2.56,3.88,11.5,1.28
1739386800,Mombasa,1,337.12,0.03,2.68,17.7,2.41,3.87,12.29,1.23
1739390400,Mombasa,1,323.77,0.03,2.55,17.17,2.32,3.52,12.34,1.01
1739394000,Mombasa,1,303.75,0.02,2.29,17.17,2.18,2.97,11.74,0.67
1739397600,Mombasa,1,300.41,0.02,2.1,17.34,2.0,2.8,10.62,0.64
1739401200,Mombasa,1,303.75,0.01,1.74,17.88,1.59,2.76,9.43,0.74
1739404800,Mombasa,1,307.08,0.01,1.48,18.95,1.3,2.64,8.21,0.79
1739408400,Mombasa,1,313.76,0.0,1.41,19.85,1.18,2.62,7.53,0.88
1739412000,Mombasa,1,320.43,0.0,1.44,20.21,1.13,2.7,7.24,0.97
1739415600,Mombasa,1,337.12,0.0,1.71,20.03,1.24,3.04,7.23,1.14
1739419200,Mombasa,1,373.84,0.02,2.61,18.95,1.55,4.25,8.37,1.73
1739422800,Mombasa,1,400.54,0.32,3.51,18.24,2.21,5.04,9.45,2.31
1739426400,Mombasa,1,407.22,0.59,4.2,20.56,3.28,5.14,9.9,2.53
1739430000,Mombasa,1,353.81,0.76,4.16,23.25,4.59,3.37,6.95,1.57
1739433600,Mombasa,1,340.46,0.61,3.34,31.11,4.05,2.97,6.18,1.28
1739437200,Mombasa,1,333.79,0.47,2.74,39.7,3.7,2.9,5.94,1.09
1739440800,Mombasa,1,323.77,0.41,2.23,47.92,3.31,2.82,5.61,0.91
1739444400,Mombasa,1,323.77,0.38,1.95,51.5,3.04,3.17,6.28,0.86
1739448000,Mombasa,1,323.77,0.38,1.74,52.21,2.71,3.61,7.55,0.78
1739451600,Mombasa,1,327.11,0.49,2.16,52.21,3.25,4.17,9.44,0.82
1739455200,Mombasa,1,333.79,0.52,2.66,50.78,3.34,4.56,11.09,0.9
1739458800,Mombasa,1,333.79,0.35,3.13,46.49,3.07,4.6,11.74,1.01
1739462400,Mombasa,1,340.46,0.04,3.26,44.35,2.71,4.74,12.28,1.22
1739466000,Mombasa,1,350.48,0.0,3.21,44.7,2.8,4.96,12.62,1.44
1739469600,Mombasa,1,357.15,0.0,3.3,45.42,3.01,5.07,12.85,1.5
1739473200,Mombasa,1,373.84,0.0,2.96,46.49,2.5,5.61,14.0,1.74
1739476800,Mombasa,1,380.52,0.0,2.53,47.21,1.77,5.77,14.68,1.73
1739480400,Mombasa,1,357.15,0.0,2.01,47.92,1.33,4.9,13.8,1.25
1739484000,Mombasa,1,363.83,0.0,1.95,46.49,1.06,5.21,14.15,1.3
1739487600,Mombasa,1,390.53,0.0,2.14,43.27,0.89,6.38,15.42,1.49
1739491200,Mombasa,1,413.89,0.0,2.38,40.05,0.83,7.57,16.78,1.69
1739494800,Mombasa,1,433.92,0.0,2.74,36.84,0.83,8.68,17.95,1.9
1739498400,Mombasa,1,440.6,0.0,3.0,34.33,0.8,9.05,18.42,1.85
1739502000,Mombasa,1,440.6,0.0,3.38,33.26,0.8,9.17,18.62,1.93
1739505600,Mombasa,2,527.38,0.01,5.48,31.47,1.24,12.81,22.98,2.91
1739509200,Mombasa,2,654.22,0.45,8.31,29.68,1.86,18.13,29.64,4.37
1739512800,Mombasa,2,680.92,0.59,9.08,36.12,2.86,18.49,30.89,5.57
1739516400,Mombasa,1,417.23,0.3,7.37,44.35,7.15,7.03,14.89,2.28
1739520000,Mombasa,1,380.52,0.21,6.17,46.49,6.38,5.7,11.66,1.88
1739523600,Mombasa,1,363.83,0.13,5.74,47.92,5.96,4.99,9.81,1.61
1739527200,Mombasa,1,350.48,0.28,5.06,51.5,5.78,4.32,8.12,1.38
1739530800,Mombasa,1,347.14,0.4,4.16,58.65,5.36,4.16,8.07,1.35
1739534400,Mombasa,2,343.8,0.42,3.38,62.94,4.65,4.13,8.94,1.25
1739538000,Mombasa,2,347.14,0.5,3.64,63.66,4.83,4.46,11.13,1.3
1739541600,Mombasa,1,360.49,0.55,4.28,59.37,5.07,4.98,13.74,1.44
1739545200,Mombasa,1,363.83,0.42,4.84,50.78,4.59,5.17,15.2,1.57
1739548800,Mombasa,1,367.16,0.05,4.88,42.56,3.81,5.42,16.28,1.73
1739552400,Mombasa,1,367.16,0.0,4.54,40.41,3.7,5.69,16.82,1.87
1739556000,Mombasa,1,367.16,0.0,4.41,40.05,3.81,5.82,16.68,1.85
1739559600,Mombasa,1,387.19,0.0,3.6,40.77,2.86,6.72,18.09,2.18
1739563200,Mombasa,1,400.54,0.0,2.91,41.13,1.8,7.3,19.14,2.22
1739566800,Mombasa,1,373.84,0.0,2.27,41.13,1.24,6.2,17.42,1.55
1739570400,Mombasa,1,357.15,0.0,1.82,40.41,0.9,5.6,15.73,1.3
1739574000,Mombasa,1,363.83,0.0,1.65,38.62,0.72,5.76,15.02,1.39
1739577600,Mombasa,1,377.18,0.0,1.61,36.84,0.64,6.1,14.74,1.57
1739581200,Mombasa,1,393.87,0.0,1.84,35.05,0.67,6.81,15.33,1.8
1739584800,Mombasa,1,417.23,0.0,2.25,32.54,0.74,7.71,16.07,2.01
1739588400,Mombasa,1,453.95,0.0,3.04,29.68,0.89,9.23,17.74,2.41
1739592000,Mombasa,2,567.44,0.0,5.65,26.46,1.43,14.34,23.96,3.61
1739595600,Mombasa,2,687.6,0.05,8.91,23.6,2.06,18.95,29.93,4.37
1739599200,Mombasa,2,640.87,0.22,9.17,27.54,3.78,16.33,27.4,4.24
1739602800,Mombasa,1,417.23,0.22,8.57,35.05,9.18,6.69,14.69,2.01
1739606400,Mombasa,1,397.21,0.14,7.8,36.84,8.58,5.6,12.5,1.93
1739610000,Mombasa,1,383.85,0.12,6.94,38.62,7.75,4.97,11.74,1.79
1739613600,Mombasa,1,367.16,0.26,6.25,41.84,7.33,4.48,10.71,1.52
1739617200,Mombasa,1,367.16,0.37,5.14,49.35,6.38,4.36,10.63,1.41
1739620800,Mombasa,1,357.15,0.36,3.94,54.36,4.89,4.27,10.82,1.23
1739624400,Mombasa,1,353.81,0.34,3.68,52.21,3.99,4.26,10.97,1.11
1739628000,Mombasa,1,357.15,0.3,4.2,46.49,3.78,4.38,11.23,1.14
1739631600,Mombasa,1,363.83,0.16,4.54,40.05,3.52,4.39,11.25,1.22
1739635200,Mombasa,1,367.16,0.02,4.24,36.84,3.13,4.77,12.74,1.42
1739638800,Mombasa,1,377.18,0.0,4.03,36.12,3.07,5.43,14.23,1.61
1739642400,Mombasa,1,387.19,0.0,3.98,36.48,3.16,5.87,14.87,1.61
1739646000,Mombasa,1,397.21,0.0,3.34,36.84,2.47,6.38,15.54,1.69
1739649600,Mombasa,1,393.87,0.0,2.61,36.12,1.62,6.22,15.13,1.57
1739653200,Mombasa,1,363.83,0.0,1.95,34.69,1.15,5.09,13.41,1.08
1739656800,Mombasa,1,357.15,0.0,1.69,33.26,0.88,5.0,12.9,1.04
1739660400,Mombasa,1,373.84,0.0,1.65,31.83,0.73,5.72,13.48,1.27
1739664000,Mombasa,1,390.53,0.0,1.67,30.4,0.67,6.37,14.09,1.57
1739667600,Mombasa,1,420.57,0.0,1.99,28.25,0.68,7.58,15.51,2.09
1739671200,Mombasa,1,460.62,0.0,2.63,24.68,0.69,9.61,17.63,2.47
1739674800,Mombasa,2,520.71,0.01,3.77,20.74,0.8,12.64,19.76,3.01
1739678400,Mombasa,2,687.6,0.08,7.28,15.2,1.4,19.91,26.92,4.24
1739682000,Mombasa,3,841.14,1.51,9.34,15.91,1.88,26.42,35.74,4.94
1739685600,Mombasa,3,854.49,1.52,8.57,42.2,2.0,27.81,38.73,6.21
1739689200,Mombasa,2,407.22,0.8,4.76,60.8,7.39,7.84,17.52,1.69
1739692800,Mombasa,2,373.84,0.52,3.51,65.8,6.08,6.73,15.57,1.38
1739696400,Mombasa,2,357.15,0.39,2.83,62.23,4.89,5.8,14.03,1.19
1739700000,Mombasa,1,343.8,0.37,2.87,57.22,4.59,5.1,12.45,1.04
1739703600,Mombasa,1,343.8,0.35,3.0,50.78,4.41,4.77,11.79,1.04
1739707200,Mombasa,1,343.8,0.32,2.96,43.99,3.64,4.51,11.78,0.98
1739710800,Mombasa,1,343.8,0.34,3.04,40.77,3.31,4.58,13.15,1.01
1739714400,Mombasa,1,347.14,0.36,3.21,38.27,3.19,4.66,14.01,1.01
1739718000,Mombasa,1,347.14,0.28,3.38,34.33,2.92,4.69,14.02,1.04
1739721600,Mombasa,1,350.48,0.04,3.43,30.76,2.56,5.0,14.43,1.2
1739725200,Mombasa,1,357.15,0.0,3.43,30.04,2.65,5.69,15.73,1.46
1739728800,Mombasa,1,363.83,0.0,3.6,30.4,2.86,6.48,17.46,1.55
1739732400,Mombasa,1,367.16,0.0,3.34,31.83,2.59,7.16,18.9,1.6
1739736000,Mombasa,1,363.83,0.0,2.96,32.19,2.06,7.24,19.12,1.52
1739739600,Mombasa,1,343.8,0.0,2.44,31.83,1.65,6.44,17.91,1.14
1739743200,Mombasa,1,360.49,0.0,2.55,30.4,1.48,6.98,18.03,1.41
1739746800,Mombasa,1,397.21,0.0,2.78,28.25,1.3,8.44,19.34,1.87
1739750400,Mombasa,2,423.91,0.0,2.78,27.18,1.13,9.71,20.5,2.22
1739754000,Mombasa,2,440.6,0.0,2.91,25.75,1.09,10.73,21.51,2.37
1739757600,Mombasa,2,447.27,0.0,2.91,25.03,1.01,10.84,21.47,2.18
1739761200,Mombasa,2,447.27,0.0,3.13,24.32,0.95,11.02,21.49,2.15
1739764800,Mombasa,2,520.71,0.02,4.88,22.35,1.25,14.21,25.79,2.98
1739768400,Mombasa,2,614.17,0.7,6.6,23.96,1.73,18.06,31.83,4.5
1739772000,Mombasa,2,607.49,1.02,6.0,44.35,2.74,18.23,33.59,5.51
1739775600,Mombasa,2,397.21,0.94,5.01,60.8,7.51,9.01,21.42,2.25
1739779200,Mombasa,2,363.83,0.6,3.51,65.8,6.08,7.39,17.61,1.76
1739782800,Mombasa,2,337.12,0.47,2.78,62.23,4.77,5.91,15.1,1.38
1739786400,Mombasa,1,313.76,0.43,2.38,59.37,4.11,4.95,13.75,1.09
1739790000,Mombasa,1,300.41,0.42,2.08,57.22,3.55,4.64,13.85,0.99
1739793600,Mombasa,1,290.39,0.42,1.86,55.07,3.04,4.39,13.57,0.86
1739797200,Mombasa,1,283.72,0.49,2.1,52.21,3.22,4.51,14.19,0.86
1739800800,Mombasa,1,290.39,0.56,2.51,47.92,3.31,4.9,16.29,0.94
1739804400,Mombasa,1,300.41,0.44,3.04,41.48,3.19,5.19,17.74,1.08
1739808000,Mombasa,1,310.42,0.05,3.34,36.84,2.8,5.51,18.96,1.3
1739811600,Mombasa,1,313.76,0.0,3.13,36.12,2.71,5.79,19.82,1.49
1739815200,Mombasa,1,313.76,0.0,2.96,36.48,2.68,5.82,19.79,1.52
1739818800,Mombasa,1,310.42,0.0,2.63,36.84,2.29,5.76,19.27,1.52
1739822400,Mombasa,1,300.41,0.0,2.38,37.19,1.94,5.58,18.85,1.41
1739826000,Mombasa,1,280.38,0.0,1.99,37.91,1.62,4.92,18.22,0.99
1739829600,Mombasa,1,287.06,0.0,1.8,37.55,1.22,5.38,18.8,1.17
1739833200,Mombasa,1,310.42,0.0,1.69,36.48,0.85,6.38,19.94,1.46
1739836800,Mombasa,2,333.79,0.0,1.78,36.12,0.75,7.32,21.2,1.76
1739840400,Mombasa,2,360.49,0.0,2.14,34.69,0.8,8.55,22.39,2.06
1739844000,Mombasa,2,387.19,0.0,2.63,32.19,0.86,9.73,23.09,2.06
1739847600,Mombasa,2,423.91,0.0,3.47,28.61,0.97,11.53,24.35,2.22
1739851200,Mombasa,2,540.73,0.02,6.17,24.32,1.43,16.83,29.94,3.32
1739854800,Mombasa,2,640.87,0.83,8.14,24.68,1.88,21.11,35.09,4.94
1739858400,Mombasa,2,600.81,1.12,7.2,42.56,2.38,19.68,33.5,5.95
1739862000,Mombasa,1,320.43,0.7,4.5,55.07,5.42,6.36,15.98,1.77
1739865600,Mombasa,1,297.07,0.47,3.51,57.94,4.65,5.04,12.8,1.42
1739869200,Mombasa,1,283.72,0.36,3.0,55.79,4.11,4.33,10.94,1.19
1739872800,Mombasa,1,277.04,0.29,2.61,53.64,3.58,3.73,9.35,0.97
1739876400,Mombasa,1,277.04,0.27,2.36,52.21,3.13,3.41,8.74,0.88
1739880000,Mombasa,1,273.7,0.25,2.16,49.35,2.74,3.24,9.02,0.78
1739883600,Mombasa,1,277.04,0.31,2.63,47.92,3.13,3.5,11.18,0.82
1739887200,Mombasa,1,280.38,0.31,3.08,46.49,3.34,3.8,14.19,0.93
1739890800,Mombasa,1,280.38,0.2,3.38,45.06,3.19,3.87,14.69,1.06
1739894400,Mombasa,1,280.38,0.02,3.26,45.42,2.83,4.07,14.89,1.3
1739898000,Mombasa,1,283.72,0.0,3.08,45.78,2.71,4.46,15.9,1.55
1739901600,Mombasa,1,287.06,0.0,2.96,44.7,2.62,4.83,17.3,1.58
1739905200,Mombasa,1,300.41,0.0,2.51,42.2,2.0,5.56,19.61,1.71
1739908800,Mombasa,2,307.08,0.0,2.21,39.7,1.49,5.93,20.79,1.69
1739912400,Mombasa,1,290.39,0.0,1.84,39.7,1.18,5.18,19.63,1.23
1739916000,Mombasa,1,297.07,0.0,1.84,39.7,1.06,5.37,19.26,1.28
1739919600,Mombasa,1,320.43,0.0,2.03,38.98,0.98,6.34,19.79,1.57
1739923200,Mombasa,2,343.8,0.0,2.23,37.91,0.95,7.36,20.79,1.9
1739926800,Mombasa,2,363.83,0.0,2.51,35.76,0.98,8.36,21.84,2.09
1739930400,Mombasa,2,380.52,0.0,2.78,33.26,0.98,9.1,22.49,2.03
1739934000,Mombasa,2,407.22,0.0,3.38,30.4,1.0,10.36,23.51,2.06
1739937600,Mombasa,2,500.68,0.01,5.65,26.82,1.37,14.66,28.58,3.01
1739941200,Mombasa,2,580.79,0.59,7.54,27.18,1.83,17.71,32.86,4.62
1739944800,Mombasa,2,520.71,0.91,6.43,41.48,2.83,14.95,30.38,5.26
1739948400,Mombasa,1,313.76,0.45,4.84,47.92,5.25,5.41,17.29,1.76
1739952000,Mombasa,1,297.07,0.31,4.03,48.64,4.53,4.21,13.73,1.47
1739955600,Mombasa,1,287.06,0.22,3.51,48.64,3.99,3.61,11.71,1.28
1739959200,Mombasa,1,283.72,0.28,2.96,50.78,3.52,3.41,10.22,1.11
1739962800,Mombasa,1,287.06,0.33,2.29,55.07,3.13,3.92,10.63,1.01
1739966400,Mombasa,1,287.06,0.35,1.86,55.07,2.74,4.44,12.04,0.89
1739970000,Mombasa,1,290.39,0.45,2.16,55.07,3.13,4.79,13.33,0.93
1739973600,Mombasa,1,293.73,0.5,2.48,51.5,3.07,4.83,13.66,1.01
1739977200,Mombasa,1,297.07,0.37,2.87,44.35,2.68,4.98,13.79,1.14
1739980800,Mombasa,1,303.75,0.04,2.96,39.34,2.29,5.56,15.12,1.31
1739984400,Mombasa,1,310.42,0.0,2.87,40.41,2.32,6.16,16.84,1.44
1739988000,Mombasa,1,307.08,0.0,2.83,42.56,2.41,6.44,18.48,1.39
1739991600,Mombasa,2,313.76,0.0,2.55,42.92,2.18,7.01,20.87,1.39
1739995200,Mombasa,2,317.1,0.0,2.25,43.27,1.8,7.4,22.79,1.28
1739998800,Mombasa,2,300.41,0.0,1.82,44.35,1.48,7.02,22.94,0.89
1740002400,Mombasa,2,303.75,0.0,1.44,45.78,1.09,7.12,23.01,0.91
1740006000,Mombasa,2,313.76,0.0,1.09,46.49,0.66,7.58,23.74,1.03
1740009600,Mombasa,2,317.1,0.0,1.02,47.21,0.53,8.08,24.87,1.12
1740013200,Mombasa,2,330.45,0.0,1.18,47.21,0.51,8.76,25.77,1.3
1740016800,Mombasa,2,350.48,0.0,1.59,44.35,0.55,9.65,26.06,1.47
1740020400,Mombasa,2,387.19,0.0,2.38,40.05,0.66,11.16,26.58,1.77
1740024000,Mombasa,2,480.65,0.0,4.71,35.05,1.15,15.24,30.35,2.75
1740027600,Mombasa,2,554.08,0.41,6.77,34.33,1.73,18.44,34.57,3.99
1740031200,Mombasa,2,527.38,0.73,6.34,47.21,3.01,16.95,33.67,4.56
1740034800,Mombasa,2,350.48,0.57,5.65,60.8,6.44,8.93,23.76,1.88
1740038400,Mombasa,2,337.12,0.39,4.58,65.09,5.66,7.98,22.32,1.69
1740042000,Mombasa,2,320.43,0.27,3.6,66.52,4.65,7.46,21.49,1.41
1740045600,Mombasa,2,303.75,0.21,2.63,67.23,3.37,6.3,17.87,1.08
1740049200,Mombasa,2,303.75,0.25,2.14,68.66,2.98,6.58,17.88,0.99
1740052800,Mombasa,2,303.75,0.27,1.84,67.95,2.74,7.24,19.23,0.89
1740056400,Mombasa,2,310.42,0.39,2.46,67.95,3.46,8.04,20.65,1.01
1740060000,Mombasa,2,317.1,0.43,2.91,65.09,3.43,8.29,21.09,1.14
1740063600,Mombasa,2,323.77,0.31,3.38,58.65,3.04,8.81,22.54,1.28
1740067200,Mombasa,2,333.79,0.03,3.43,52.21,2.56,10.67,27.55,1.54
1740070800,Mombasa,2,350.48,0.0,3.26,50.78,2.5,12.59,32.24,1.79
1740074400,Mombasa,2,360.49,0.0,3.21,51.5,2.53,13.21,33.05,1.77
1740078000,Mombasa,2,360.49,0.0,2.96,52.93,2.38,13.06,32.38,1.61
1740081600,Mombasa,2,350.48,0.0,2.72,54.36,2.21,13.03,32.89,1.3
1740085200,Mombasa,2,330.45,0.0,2.33,55.07,2.0,13.16,34.21,0.82
1740088800,Mombasa,2,340.46,0.0,2.14,54.36,1.59,13.51,33.31,0.95
1740092400,Mombasa,2,367.16,0.0,2.01,52.93,1.13,13.74,31.59,1.27
1740096000,Mombasa,2,387.19,0.0,2.08,50.78,1.0,13.72,30.56,1.63
1740099600,Mombasa,2,410.56,0.0,2.33,48.64,1.0,14.29,31.23,1.99
1740103200,Mombasa,2,433.92,0.0,2.68,45.06,0.95,15.28,32.24,2.03
1740106800,Mombasa,2,467.3,0.0,3.43,40.77,0.94,17.11,33.46,2.12
1740110400,Mombasa,2,580.79,0.0,6.17,35.41,1.45,22.56,38.65,3.04
1740114000,Mombasa,3,720.98,0.48,9.25,33.62,2.09,28.0,44.99,4.75
1740117600,Mombasa,3,734.33,1.01,8.91,50.07,3.1,27.96,45.04,6.4
1740121200,Mombasa,2,403.88,0.66,5.48,70.1,6.97,10.17,23.7,2.06
1740124800,Mombasa,2,370.5,0.45,3.81,76.53,5.66,7.87,19.33,1.63
1740128400,Mombasa,2,350.48,0.36,3.0,75.1,4.59,6.58,17.21,1.31
1740132000,Mombasa,2,337.12,0.31,2.59,72.24,3.99,5.68,15.24,1.06
1740135600,Mombasa,2,330.45,0.28,2.33,69.38,3.43,4.96,13.36,0.94
1740139200,Mombasa,2,323.77,0.25,2.16,68.66,2.89,4.19,11.48,0.81
1740142800,Mombasa,2,323.77,0.31,2.48,67.95,3.1,4.14,11.29,0.85
1740146400,Mombasa,2,333.79,0.36,2.78,65.09,3.16,4.79,13.45,0.94
1740150000,Mombasa,2,340.46,0.27,3.08,60.08,2.92,5.54,16.03,1.04
1740153600,Mombasa,1,347.14,0.03,3.08,55.79,2.56,6.46,19.21,1.22
1740157200,Mombasa,2,353.81,0.0,2.91,55.79,2.47,7.06,20.91,1.38
1740160800,Mombasa,2,350.48,0.0,2.74,57.22,2.41,6.8,20.11,1.38
1740164400,Mombasa,2,340.46,0.0,2.48,60.08,2.18,6.15,18.55,1.33
1740168000,Mombasa,2,330.45,0.0,2.27,61.51,1.94,5.5,17.65,1.14
1740171600,Mombasa,2,310.42,0.0,1.93,61.51,1.71,5.01,17.27,0.75
1740175200,Mombasa,2,307.08,0.0,1.29,60.8,1.15,5.22,17.86,0.69
1740178800,Mombasa,1,310.42,0.0,0.87,59.37,0.66,5.71,18.68,0.78
1740182400,Mombasa,1,317.1,0.0,0.78,57.22,0.53,6.2,19.42,0.88
1740186000,Mombasa,2,330.45,0.0,0.91,55.07,0.5,6.88,20.27,1.08
1740189600,Mombasa,2,350.48,0.0,1.21,51.5,0.48,7.67,20.79,1.25
1740193200,Mombasa,2,377.18,0.0,1.82,47.21,0.55,8.78,21.44,1.49
1740196800,Mombasa,2,460.62,0.0,3.73,41.84,0.95,12.07,24.74,2.34
1740200400,Mombasa,2,520.71,0.35,5.23,41.13,1.36,14.31,27.14,3.48
1740204000,Mombasa,2,487.33,0.64,4.24,53.64,2.12,12.4,24.85,3.74
1740207600,Mombasa,2,353.81,0.47,2.72,63.66,3.7,6.34,16.64,1.3
1740211200,Mombasa,2,340.46,0.35,2.08,65.09,3.16,5.33,14.31,1.01
1740214800,Mombasa,2,330.45,0.28,1.74,62.23,2.74,4.62,12.76,0.8
1740218400,Mombasa,2,313.76,0.23,1.41,61.51,2.21,3.69,10.5,0.65
1740222000,Mombasa,2,303.75,0.22,1.25,60.8,2.0,3.29,9.45,0.62
1740225600,Mombasa,2,297.07,0.23,1.17,60.08,1.85,3.06,8.94,0.57
1740229200,Mombasa,2,297.07,0.32,1.61,60.08,2.47,3.18,9.62,0.63
1740232800,Mombasa,1,307.08,0.36,1.93,55.79,2.59,3.45,11.05,0.71
1740236400,Mombasa,1,320.43,0.28,2.25,47.92,2.38,3.78,12.68,0.79
1740240000,Mombasa,1,337.12,0.03,2.38,42.56,2.06,4.13,14.35,0.93
1740243600,Mombasa,1,343.8,0.0,2.21,42.56,1.94,4.36,15.33,1.04
1740247200,Mombasa,1,343.8,0.0,2.08,42.56,1.86,4.56,16.26,1.03
1740250800,Mombasa,1,350.48,0.0,1.86,41.84,1.65,4.82,17.3,0.97
1740254400,Mombasa,1,353.81,0.0,1.76,41.48,1.55,4.82,17.69,0.85
1740258000,Mombasa,1,340.46,0.0,1.54,42.56,1.42,4.38,16.98,0.59
1740261600,Mombasa,1,337.12,0.0,1.37,43.27,1.33,4.33,16.58,0.6
1740265200,Mombasa,1,333.79,0.0,1.16,43.63,1.1,4.4,16.42,0.7
1740268800,Mombasa,1,333.79,0.0,1.06,43.63,0.97,4.38,16.3,0.81
1740272400,Mombasa,1,333.79,0.0,1.09,43.63,0.92,4.45,16.15,0.93
1740276000,Mombasa,1,343.8,0.0,1.18,42.56,0.79,4.71,16.12,1.03
1740279600,Mombasa,1,353.81,0.0,1.41,40.05,0.69,5.19,15.79,1.14
1740283200,Mombasa,1,390.53,0.0,2.29,37.19,0.8,6.49,16.46,1.66
1740286800,Mombasa,1,420.57,0.2,3.17,36.48,1.16,7.36,16.78,2.37
1740290400,Mombasa,1,413.89,0.44,3.3,42.56,2.24,6.98,15.3,2.53
1740294000,Mombasa,1,353.81,0.43,2.96,49.35,3.58,4.57,10.38,1.27
1740297600,Mombasa,1,333.79,0.29,2.4,51.5,3.04,3.73,8.62,1.0
1740301200,Mombasa,1,320.43,0.19,2.14,50.07,2.68,3.21,8.03,0.81
1740304800,Mombasa,1,310.42,0.2,1.82,50.07,2.38,2.82,7.23,0.68
1740308400,Mombasa,1,310.42,0.26,1.63,51.5,2.41,2.96,7.75,0.7
1740312000,Mombasa,1,310.42,0.3,1.48,52.21,2.35,3.0,7.99,0.68
1740315600,Mombasa,1,310.42,0.37,1.71,52.93,2.74,3.03,8.23,0.71
1740319200,Mombasa,1,317.1,0.42,2.03,50.07,2.8,3.16,8.84,0.77
1740322800,Mombasa,1,320.43,0.33,2.42,43.63,2.56,3.4,9.86,0.83
1740326400,Mombasa,1,323.77,0.04,2.59,39.7,2.21,3.64,10.8,0.98
1740330000,Mombasa,1,330.45,0.0,2.4,39.7,2.09,3.91,11.71,1.12
1740333600,Mombasa,1,330.45,0.0,2.25,39.7,2.03,4.33,13.11,1.11
1740337200,Mombasa,1,330.45,0.0,1.95,39.34,1.68,4.89,14.76,1.09
1740340800,Mombasa,1,323.77,0.0,1.74,38.98,1.4,5.06,15.28,1.03
1740344400,Mombasa,1,303.75,0.0,1.41,40.05,1.16,4.48,14.56,0.74
1740348000,Mombasa,1,303.75,0.0,1.48,40.77,1.22,4.47,14.47,0.84
1740351600,Mombasa,1,307.08,0.0,1.48,40.77,1.24,4.62,14.49,0.97
1740355200,Mombasa,1,313.76,0.0,1.44,40.77,1.16,4.76,14.49,1.08
1740358800,Mombasa,1,327.11,0.0,1.59,40.05,1.12,5.35,15.13,1.3
1740362400,Mombasa,1,353.81,0.0,1.84,37.91,0.95,6.33,16.23,1.52
1740366000,Mombasa,1,390.53,0.0,2.48,35.05,0.92,7.93,17.97,1.85
1740369600,Mombasa,2,494.0,0.0,4.76,31.47,1.33,12.58,23.55,2.94
1740373200,Mombasa,2,574.11,0.09,7.28,29.33,1.88,15.55,27.53,4.12
1740376800,Mombasa,2,520.71,0.27,7.11,33.97,3.31,12.72,24.39,4.43
1740380400,Mombasa,1,343.8,0.41,5.06,43.99,5.54,5.88,14.38,1.84
1740384000,Mombasa,1,313.76,0.47,3.51,52.93,4.53,4.84,12.07,1.41
1740387600,Mombasa,1,297.07,0.42,2.48,58.65,3.81,4.33,11.37,1.08
1740391200,Mombasa,1,287.06,0.38,2.01,59.37,3.4,4.07,10.89,0.88
1740394800,Mombasa,1,293.73,0.38,1.97,56.51,3.25,4.04,10.77,0.88
1740398400,Mombasa,1,293.73,0.38,1.93,53.64,2.95,3.88,10.32,0.82
1740402000,Mombasa,1,293.73,0.44,2.16,52.21,3.19,4.02,10.94,0.85
1740405600,Mombasa,1,293.73,0.48,2.42,50.07,3.19,4.39,12.37,0.9
1740409200,Mombasa,1,297.07,0.38,2.83,45.42,2.98,4.62,13.38,1.01
1740412800,Mombasa,1,303.75,0.04,3.13,41.48,2.74,5.25,15.3,1.25
1740416400,Mombasa,1,310.42,0.0,3.0,41.48,2.59,6.21,17.91,1.47
1740420000,Mombasa,2,313.76,0.0,2.87,42.2,2.5,7.21,20.43,1.49
1740423600,Mombasa,2,313.76,0.0,2.57,43.63,2.24,8.26,22.93,1.41
1740427200,Mombasa,2,303.75,0.0,2.38,45.06,2.06,8.76,24.47,1.16
1740430800,Mombasa,2,283.72,0.0,2.03,46.49,1.85,8.35,24.28,0.75
1740434400,Mombasa,2,287.06,0.0,1.52,46.49,1.24,8.36,23.97,0.85
1740438000,Mombasa,2,300.41,0.0,1.11,45.78,0.66,8.56,23.91,1.04
1740441600,Mombasa,2,310.42,0.0,1.08,45.78,0.51,8.49,23.55,1.17
1740445200,Mombasa,2,320.43,0.0,1.21,45.06,0.51,8.49,23.13,1.27
1740448800,Mombasa,2,327.11,0.0,1.37,43.99,0.53,8.35,22.53,1.23
1740452400,Mombasa,2,330.45,0.0,1.69,42.56,0.65,8.3,21.83,1.25
1740456000,Mombasa,2,353.81,0.0,2.57,41.84,1.03,8.87,22.19,1.66
1740459600,Mombasa,2,370.5,0.21,3.13,42.92,1.51,8.98,22.41,2.25
